热浴温度/K	样品电阻/Ω	参考电阻/Ω
23.36195902	1126.76	1118.48
23.35957908	1126.73	1118.52
23.35799268	1126.71	1118.5
23.35402744	1126.87	1118.47
23.35323452	1126.8	1118.49
23.35244165	1126.8	1118.48
23.34927059	1126.88	1118.53
23.34847793	1126.95	1118.51
23.34530775	1126.82	1118.47
23.34213826	1127.02	1118.46
23.341346	1127.05	1118.5
23.33976161	1126.91	1118.62
23.33738534	1126.9	1118.56
23.33817739	1126.91	1118.55
23.33580139	1126.89	1118.47
23.33342578	1127.05	1118.53
23.33105056	1127.05	1118.59
23.3294673	1127.01	1118.63
23.3263013	1127	1118.62
23.32392726	1127	1118.55
23.32076249	1127.03	1118.63
23.3199714	1127	1118.65
23.31759841	1127.1	1118.67
23.31759841	1127.04	1118.61
23.31285359	1127.01	1118.61
23.31285359	1127.13	1118.67
23.31127234	1127.16	1118.76
23.30811035	1127.05	1118.74
23.30336867	1127.09	1118.7
23.30257854	1127.11	1118.69
23.30336867	1127.07	1118.66
23.30020841	1127.09	1118.75
23.29941846	1127.1	1118.73
23.29467965	1126.89	1118.76
23.29546934	1127.05	1118.78
23.29231083	1127.07	1118.8
23.28915301	1127.04	1118.8
23.28757436	1127.16	1118.86
23.28520671	1127.13	1118.79
23.2836285	1127.17	1118.86
23.28205046	1127.04	1118.88
23.27652868	1127.13	1118.79
23.27574003	1127.14	1118.86
23.27416285	1127.13	1118.83
23.27337433	1127.14	1118.84
23.27258585	1127.11	1118.84
23.26943237	1127.19	1118.89
23.26864411	1127.27	1118.92
23.2654915	1127.31	1118.98
23.26391545	1127.22	1118.83
23.26233958	1127.24	1118.88
23.25761299	1127.31	1118.81
23.25682538	1127.35	1118.94
23.25603781	1127.37	1118.95
23.25288797	1127.27	1118.98
23.25131331	1127.29	1119.01
23.24895164	1127.28	1118.96
23.24737741	1127.38	1118.99
23.24265576	1127.31	1118.9
23.24108222	1127.39	1119.02
23.24029551	1127.4	1118.99
23.23872223	1127.37	1119
23.23793566	1127.31	1119.07
23.23636264	1127.38	1119.11
23.23400343	1127.46	1119.1
23.23243085	1127.35	1119.09
23.22771412	1127.4	1119.06
23.2245705	1127.52	1119.03
23.22299894	1127.47	1119.1
23.22064194	1127.51	1119.11
23.22064194	1127.51	1119.08
23.21828532	1127.4	1119.11
23.21671446	1127.44	1119.06
23.21357325	1127.46	1119.13
23.2112178	1127.52	1119.11
23.20964771	1127.5	1119.14
23.20886273	1127.49	1119.15
23.20807779	1127.43	1119.2
23.20650805	1127.47	1119.23
23.20179986	1127.51	1119.22
23.19944634	1127.56	1119.18
23.19866192	1127.57	1119.22
23.19552468	1127.61	1119.23
23.19317219	1127.56	1119.18
23.19082009	1127.62	1119.15
23.18846838	1127.57	1119.26
23.18533337	1127.62	1119.2
23.18768457	1127.6	1119.22
23.18376613	1127.64	1119.17
23.18219905	1127.67	1119.25
23.18219905	1127.58	1119.29
23.17749885	1127.62	1119.3
23.17749885	1127.73	1119.34
23.1735832	1127.66	1119.28
23.1728002	1127.68	1119.26
23.16888584	1127.7	1119.32
23.16653773	1127.73	1119.41
23.16653773	1127.72	1119.42
23.16497254	1127.71	1119.38
23.16106032	1127.69	1119.37
23.15714918	1127.78	1119.41
23.15871351	1127.74	1119.42
23.15558502	1127.74	1119.4
23.154803	1127.73	1119.43
23.15167537	1127.84	1119.38
23.15011181	1127.77	1119.39
23.1469852	1127.85	1119.37
23.14620366	1127.84	1119.41
23.14385928	1127.81	1119.49
23.14151529	1127.79	1119.42
23.14073405	1127.83	1119.45
23.13604747	1127.87	1119.5
23.13448563	1127.84	1119.51
23.13214317	1127.87	1119.5
23.13058175	1127.85	1119.49
23.1290205	1127.86	1119.48
23.12745942	1127.88	1119.48
23.12511812	1127.95	1119.55
23.12199699	1127.97	1119.62
23.11965659	1127.89	1119.62
23.11809653	1127.93	1119.64
23.11731657	1127.94	1119.6
23.11731657	1128.01	1119.57
23.11263769	1128	1119.6
23.11263769	1127.99	1119.55
23.11029882	1128.07	1119.56
23.10796034	1128.08	1119.61
23.10484296	1128.06	1119.69
23.10172626	1128.03	1119.71
23.10016817	1128.07	1119.7
23.09783135	1128.08	1119.69
23.09471618	1128.1	1119.62
23.09549491	1128.06	1119.69
23.09238026	1128.05	1119.63
23.0884879	1128.05	1119.68
23.09082319	1128.07	1119.71
23.0884879	1128.16	1119.74
23.08537478	1128.06	1119.73
23.08148433	1128.11	1119.76
23.08070637	1128.16	1119.79
23.07915058	1128.11	1119.77
23.0768172	1128.12	1119.79
23.07837274	1128.14	1119.8
23.0721516	1128.22	1119.77
23.07059674	1128.2	1119.8
23.06748753	1128.15	1119.78
23.06826477	1128.26	1119.79
23.06515607	1128.17	1119.85
23.06282499	1128.32	1119.85
23.06204804	1128.16	1119.82
23.05816397	1128.36	1119.85
23.05738728	1128.31	1119.84
23.05505747	1128.29	1119.91
23.05272805	1128.3	1119.85
23.05272805	1128.4	1119.9
23.050399	1128.38	1119.93
23.04807034	1128.3	1119.95
23.04419008	1128.24	1119.96
23.04263827	1128.27	1119.94
23.04186244	1128.32	1119.98
23.03798387	1128.37	1119.96
23.03565724	1128.37	1119.92
23.03255566	1128.45	1120
23.03178037	1128.41	1120.11
23.03022992	1128.46	1119.96
23.02635453	1128.43	1119.98
23.02557958	1128.31	1120.02
23.02248019	1128.35	1120.05
23.02170545	1128.39	1120.02
23.01860692	1128.36	1119.99
23.01550906	1128.46	1120.03
23.01550906	1128.56	1120.12
23.01008942	1128.59	1120.03
23.00931536	1128.52	1120.09
23.00776736	1128.48	1120.09
23.00854134	1128.53	1120.11
23.00389809	1128.8	1120.07
23.00312437	1128.51	1120.1
23.00235068	1128.55	1120.15
23.00002988	1128.5	1120.13
22.99848289	1128.52	1120.16
22.99538942	1128.55	1120.09
22.99384294	1128.51	1120.09
22.98997747	1128.57	1120.13
22.98843157	1128.51	1120.2
22.98688585	1128.59	1120.17
22.98534029	1128.57	1120.16
22.98147714	1128.7	1120.17
22.98147714	1128.68	1120.2
22.97838737	1128.64	1120.19
22.97684274	1128.66	1120.18
22.97607049	1128.68	1120.25
22.97143786	1128.66	1120.32
22.96912211	1128.63	1120.29
22.96835028	1128.73	1120.27
22.96680674	1128.68	1120.26
22.96603504	1128.68	1120.34
22.96449175	1128.69	1120.26
22.96063427	1128.78	1120.31
22.95832029	1128.76	1120.31
22.95754905	1128.74	1120.35
22.95446449	1128.75	1120.35
22.95369346	1128.73	1120.29
22.95215152	1128.76	1120.35
22.94675605	1128.78	1120.32
22.94444433	1128.79	1120.39
22.94444433	1128.85	1120.39
22.94213299	1128.77	1120.41
22.94059231	1128.81	1120.35
22.94059231	1128.83	1120.4
22.93751145	1128.82	1120.42
22.93289141	1128.82	1120.41
22.93212155	1128.76	1120.46
22.92981222	1128.85	1120.49
22.92904253	1128.86	1120.49
22.92750327	1128.87	1120.56
22.92442526	1128.83	1120.57
22.92057868	1128.85	1120.55
22.91904034	1128.91	1120.63
22.92057868	1128.9	1120.55
22.91673315	1128.91	1120.54
22.91288866	1128.97	1120.54
22.90904522	1129	1120.54
22.91058247	1128.91	1120.54
22.90904522	1128.93	1120.53
22.90827666	1128.92	1120.53
22.90289789	1128.92	1120.55
22.90212966	1128.97	1120.65
22.89905716	1129.06	1120.68
22.89675323	1129.04	1120.62
22.89444967	1129.06	1120.61
22.89214648	1129.07	1120.6
22.89214648	1129.01	1120.52
22.89137884	1129.02	1120.57
22.88830868	1129.07	1120.63
22.88523919	1129.11	1120.6
22.88370469	1129.09	1120.7
22.88370469	1129.19	1120.73
22.87986918	1129.14	1120.79
22.87756837	1129.1	1120.76
22.87526794	1129.08	1120.78
22.87450121	1129.12	1120.73
22.87220128	1129.17	1120.75
22.86836889	1129.17	1120.77
22.86836889	1129.16	1120.78
22.86453754	1129.23	1120.71
22.86377139	1129.22	1120.78
22.86147321	1129.12	1120.76
22.85994129	1129.16	1120.82
22.85611223	1129.29	1120.81
22.8545809	1129.25	1120.83
22.85304973	1129.19	1120.85
22.85151873	1129.24	1120.76
22.85151873	1129.25	1120.79
22.84845722	1129.22	1120.85
22.84616153	1129.32	1120.89
22.84539638	1129.28	1120.82
22.84080637	1129.26	1120.9
22.8392767	1129.3	1120.9
22.83774719	1129.3	1120.91
22.83774719	1129.28	1120.93
22.83468867	1129.26	1120.85
22.83163082	1129.31	1120.89
22.82857363	1129.33	1121
22.82628117	1129.36	1120.94
22.82628117	1129.41	1120.99
22.82398909	1129.28	1120.91
22.82093356	1129.4	1120.9
22.81940604	1129.42	1120.97
22.81558797	1129.45	1120.97
22.81406104	1129.46	1121.01
22.81100766	1129.47	1121.01
22.81100766	1129.46	1121.05
22.80871806	1129.46	1121.1
22.80795494	1129.46	1121.07
22.80795494	1129.45	1121.09
22.80261428	1129.49	1121.08
22.80108874	1129.5	1121.01
22.80032604	1129.54	1121.1
22.79803818	1129.51	1121.16
22.79575069	1129.53	1121.12
22.79193903	1129.42	1121.11
22.79041465	1129.47	1121.17
22.78965252	1129.48	1121.14
22.78660444	1129.48	1121.2
22.78279525	1129.45	1121.18
22.7843188	1129.49	1121.13
22.78127187	1129.63	1121.22
22.7789871	1129.6	1121.24
22.77746413	1129.61	1121.21
22.77441868	1129.68	1121.19
22.77213502	1129.65	1121.2
22.77061279	1129.72	1121.18
22.76985174	1129.7	1121.23
22.76680794	1129.66	1121.16
22.76300412	1129.65	1121.27
22.7599618	1129.78	1121.36
22.76072231	1129.72	1121.3
22.75692014	1129.63	1121.32
22.75539955	1129.66	1121.27
22.75463932	1129.65	1121.32
22.75159881	1129.71	1121.32
22.74931887	1129.76	1121.29
22.74703929	1129.74	1121.26
22.74627951	1129.78	1121.34
22.74551977	1129.74	1121.38
22.74400042	1129.7	1121.4
22.74020277	1129.69	1121.4
22.73792467	1129.77	1121.47
22.73564694	1129.85	1121.44
22.73261054	1129.83	1121.36
22.73185154	1129.92	1121.4
22.72729842	1129.84	1121.41
22.72729842	1129.87	1121.42
22.72502241	1129.94	1121.38
22.72198831	1129.87	1121.44
22.7204715	1129.82	1121.45
22.71971316	1129.84	1121.46
22.71668021	1129.92	1121.47
22.71516398	1129.87	1121.44
22.71364791	1129.87	1121.52
22.71137412	1129.82	1121.53
22.70834296	1129.95	1121.54
22.70607003	1130.03	1121.57
22.70455495	1130.03	1121.59
22.70304002	1130.03	1121.52
22.70001067	1130.02	1121.54
22.69849624	1130.02	1121.53
22.69698198	1130.08	1121.55
22.69471089	1130.07	1121.61
22.69092655	1130.03	1121.57
22.69092655	1130.04	1121.61
22.6901698	1130.01	1121.59
22.68865644	1130.02	1121.59
22.68487373	1130.02	1121.7
22.68336094	1130.09	1121.72
22.68184831	1130.11	1121.66
22.67957967	1130.11	1121.68
22.67731139	1130.1	1121.63
22.67655538	1130.11	1121.65
22.67504349	1130.12	1121.72
22.67202018	1130.16	1121.6
22.66975313	1130.13	1121.68
22.66673097	1130.11	1121.69
22.66446478	1130.14	1121.78
22.66446478	1130.15	1121.75
22.66295419	1130.15	1121.8
22.66144376	1130.15	1121.81
22.65842339	1130.17	1121.76
22.65691345	1130.17	1121.78
22.65464884	1130.24	1121.77
22.65389406	1130.28	1121.76
22.65087532	1130.25	1121.84
22.64861169	1130.26	1121.82
22.64483979	1130.27	1121.86
22.64182301	1130.29	1121.88
22.64106891	1130.29	1121.87
22.63729905	1130.29	1121.82
22.63805294	1130.29	1121.82
22.63277655	1130.32	1121.93
22.63277655	1130.39	1121.88
22.62825552	1130.39	1121.91
22.62976237	1130.32	1121.92
22.62674883	1130.38	1121.9
22.62524231	1130.33	1121.89
22.62373595	1130.39	1121.96
22.62147671	1130.41	1121.94
22.61771212	1130.36	1121.97
22.61470119	1130.38	1121.94
22.6116909	1130.37	1121.99
22.61771212	1130.27	1121.99
22.61319596	1130.33	1122.01
22.60868126	1130.46	1121.99
22.60567227	1130.38	1122.03
22.60416801	1130.49	1122.01
22.60341595	1130.47	1122.06
22.60040809	1130.41	1122.04
22.59890441	1130.4	1122.11
22.59589752	1130.5	1122.1
22.59439432	1130.48	1122.14
22.59138841	1130.52	1122.13
22.59063703	1130.53	1122.09
22.58763193	1130.47	1122.04
22.58537852	1130.54	1122.06
22.58387645	1130.58	1122.12
22.58312548	1130.59	1122.06
22.58087281	1130.56	1122.04
22.57711915	1130.63	1122.13
22.57561798	1130.69	1122.19
22.57336651	1130.66	1122.21
22.5726161	1130.6	1122.2
22.57036513	1130.65	1122.16
22.56811451	1130.65	1122.15
22.56811451	1130.69	1122.27
22.5666143	1130.74	1122.26
22.56286448	1130.68	1122.3
22.56061508	1130.66	1122.22
22.55536788	1130.81	1122.27
22.55536788	1130.75	1122.32
22.55386904	1130.74	1122.28
22.55237036	1130.74	1122.28
22.55012265	1130.77	1122.38
22.5493735	1130.82	1122.31
22.5448794	1130.78	1122.4
22.54413053	1130.79	1122.36
22.54188414	1130.84	1122.33
22.53963812	1130.78	1122.34
22.53814098	1130.82	1122.3
22.53664399	1130.76	1122.39
22.53365051	1130.89	1122.39
22.53140581	1130.91	1122.46
22.53065766	1130.78	1122.4
22.53065766	1130.8	1122.44
22.52467391	1130.86	1122.39
22.52392612	1130.83	1122.39
22.52243066	1130.86	1122.39
22.52018778	1130.89	1122.51
22.51869272	1130.93	1122.45
22.51495579	1130.92	1122.49
22.51346129	1130.97	1122.47
22.51196696	1130.95	1122.48
22.50823183	1130.96	1122.53
22.50599124	1130.99	1122.56
22.50449771	1130.99	1122.58
22.50225771	1131.01	1122.57
22.50151113	1131.01	1122.51
22.49927161	1131.04	1122.48
22.4977788	1131	1122.52
22.49553989	1130.99	1122.5
22.49479367	1131.02	1122.53
22.49180917	1131.01	1122.54
22.48882532	1131.08	1122.56
22.48807946	1131.08	1122.59
22.48733363	1131.04	1122.61
22.48435074	1131.01	1122.62
22.48211399	1131.09	1122.59
22.48136849	1131.13	1122.65
22.47913222	1131.01	1122.67
22.47615109	1131.07	1122.64
22.47317059	1131.13	1122.58
22.47093564	1131.14	1122.65
22.46795627	1131.17	1122.7
22.46721153	1131.11	1122.67
22.46646682	1131.15	1122.7
22.46348841	1131.21	1122.73
22.4627439	1131.25	1122.66
22.45902198	1131.27	1122.73
22.45604517	1131.22	1122.72
22.45232504	1131.27	1122.71
22.45158114	1131.21	1122.87
22.44934966	1131.19	1122.84
22.44786221	1131.22	1122.78
22.44488779	1131.24	1122.81
22.44488779	1131.3	1122.75
22.44340081	1131.32	1122.77
22.44042735	1131.26	1122.79
22.43894085	1131.26	1122.83
22.43819766	1131.2	1122.8
22.43596834	1131.29	1122.84
22.43373937	1131.3	1122.86
22.42928252	1131.26	1122.87
22.42779722	1131.33	1122.89
22.42705463	1131.34	1122.9
22.4248271	1131.43	1122.9
22.42334227	1131.39	1122.92
22.42111534	1131.34	1122.97
22.41963091	1131.37	1123.03
22.41666254	1131.44	1123.03
22.41666254	1131.41	1122.97
22.41146942	1131.46	1122.93
22.40998603	1131.52	1122.97
22.40776124	1131.45	1122.96
22.40924439	1131.49	1122.99
22.4055368	1131.45	1123.01
22.40405405	1131.48	1123.06
22.40405405	1131.41	1123.06
22.39886565	1131.5	1122.98
22.39812461	1131.55	1123
22.39590172	1131.53	1123.08
22.3936792	1131.5	1123.06
22.39145703	1131.59	1123.02
22.38997578	1131.66	1123.05
22.3877542	1131.67	1123.09
22.38479266	1131.6	1123.15
22.38405237	1131.59	1123.18
22.38331212	1131.59	1123.19
22.38109161	1131.61	1123.18
22.37665167	1131.59	1123.24
22.37591182	1131.67	1123.19
22.3736925	1131.71	1123.18
22.37073396	1131.61	1123.11
22.36925493	1131.64	1123.14
22.36851548	1131.69	1123.21
22.36555805	1131.65	1123.17
22.36334039	1131.68	1123.21
22.36112309	1131.74	1123.26
22.36038407	1131.68	1123.32
22.35742838	1131.73	1123.27
22.35447332	1131.91	1123.22
22.35373465	1131.79	1123.25
22.35225744	1131.73	1123.25
22.3485651	1131.86	1123.31
22.34708844	1131.82	1123.32
22.34708844	1131.76	1123.23
22.34487374	1131.78	1123.29
22.34192137	1131.72	1123.29
22.33823179	1131.75	1123.28
22.33749399	1131.74	1123.31
22.33823179	1131.86	1123.32
22.3345432	1131.78	1123.37
22.33306804	1131.91	1123.41
22.33085559	1131.99	1123.44
22.3286435	1131.92	1123.48
22.32569459	1131.88	1123.39
22.32348333	1131.86	1123.46
22.32127242	1131.82	1123.44
22.32127242	1131.96	1123.5
22.31758835	1132.01	1123.48
22.31758835	1131.97	1123.45
22.316115	1131.9	1123.44
22.31243232	1131.94	1123.51
22.31022318	1131.93	1123.52
22.30801439	1131.92	1123.48
22.30580596	1131.91	1123.49
22.30433387	1132.17	1123.56
22.30139015	1132.03	1123.49
22.29991853	1132.02	1123.49
22.2977114	1131.97	1123.52
22.2947691	1132.06	1123.54
22.29329819	1132.12	1123.63
22.29256279	1132.14	1123.61
22.29035683	1132.08	1123.6
22.28815123	1132.06	1123.64
22.28668102	1132.08	1123.58
22.28300619	1132.09	1123.63
22.28153653	1132.06	1123.59
22.28006703	1132.07	1123.66
22.2771285	1132.05	1123.63
22.27492501	1132.1	1123.6
22.27272187	1132.16	1123.68
22.27198757	1132.13	1123.67
22.26978491	1132.15	1123.62
22.26684857	1132.14	1123.63
22.26538064	1132.22	1123.7
22.26317903	1132.22	1123.69
22.25951046	1132.2	1123.71
22.25804331	1132.18	1123.67
22.2573098	1132.22	1123.68
22.25657632	1132.25	1123.74
22.25290951	1132.22	1123.78
22.2507099	1132.26	1123.9
22.24924369	1132.23	1123.84
22.24777763	1132.25	1123.85
22.24557884	1132.24	1123.86
22.2433804	1132.29	1123.82
22.24264766	1132.34	1123.8
22.24044969	1132.33	1123.89
22.23678718	1132.33	1123.93
22.23459015	1132.43	1123.88
22.23459015	1132.48	1123.85
22.23166131	1132.48	1123.88
22.2287331	1132.39	1123.84
22.22726923	1132.34	1123.92
22.22580551	1132.4	1123.91
22.22287855	1132.41	1123.91
22.22287855	1132.45	1123.93
22.21922072	1132.48	1123.88
22.21556387	1132.45	1123.96
22.21556387	1132.42	1123.98
22.21263909	1132.49	1124
22.21117693	1132.52	1123.99
22.20898399	1132.53	1124
22.20679139	1132.45	1124.05
22.20459915	1132.52	1124.05
22.20313785	1132.54	1124.04
22.20167671	1132.53	1124.11
22.19875488	1132.69	1124.11
22.19802452	1132.61	1124
22.19656392	1132.62	1124.07
22.19437331	1132.58	1124.08
22.19145304	1132.55	1124.06
22.18999314	1132.6	1124.08
22.18634406	1132.64	1124.14
22.1834255	1132.58	1124.12
22.18269596	1132.63	1124.16
22.17977818	1132.56	1124.24
22.17831952	1132.63	1124.19
22.17686101	1132.67	1124.15
22.17394447	1132.69	1124.17
22.17321543	1132.68	1124.18
22.17175747	1132.69	1124.16
22.16957082	1132.61	1124.16
22.16738451	1132.7	1124.25
22.16519856	1132.68	1124.21
22.16301296	1132.7	1124.2
22.16009936	1132.67	1124.21
22.15937106	1132.74	1124.23
22.15791457	1132.7	1124.25
22.15500205	1132.76	1124.23
22.15427402	1132.76	1124.28
22.15136228	1132.82	1124.35
22.14917888	1132.86	1124.38
22.14626823	1132.95	1124.34
22.14626823	1132.9	1124.31
22.14335819	1132.84	1124.31
22.14044877	1132.67	1124.38
22.13826711	1132.77	1124.35
22.1360858	1132.85	1124.35
22.13390484	1132.91	1124.32
22.13245105	1132.9	1124.35
22.13027067	1132.9	1124.33
22.12881727	1132.97	1124.38
22.12663747	1133.12	1124.34
22.12445801	1132.85	1124.38
22.1222789	1132.92	1124.42
22.1222789	1132.92	1124.42
22.12082635	1132.93	1124.51
22.11792172	1132.97	1124.45
22.11646964	1132.99	1124.49
22.1142918	1132.92	1124.47
22.1128401	1132.91	1124.44
22.11066284	1133.06	1124.52
22.10630936	1133.06	1124.53
22.10558392	1133.02	1124.5
22.10268252	1133.06	1124.5
22.10195727	1133.04	1124.56
22.09905664	1133.11	1124.5
22.09688158	1133.09	1124.55
22.09325724	1133.08	1124.55
22.09180777	1133.1	1124.56
22.0910831	1133.13	1124.56
22.08673585	1133.04	1124.54
22.0874603	1133.11	1124.52
22.08456275	1133.24	1124.67
22.08456275	1133.17	1124.62
22.08021758	1133.15	1124.62
22.07876949	1133.09	1124.71
22.07587379	1133.17	1124.72
22.07442617	1133.14	1124.58
22.0729787	1133.14	1124.65
22.07080778	1133.11	1124.65
22.06863721	1133.23	1124.66
22.06863721	1133.21	1124.73
22.06646699	1133.15	1124.76
22.06285072	1133.21	1124.79
22.0592354	1133.18	1124.81
22.05778954	1133.2	1124.69
22.05634384	1133.3	1124.77
22.05489829	1133.3	1124.77
22.05056255	1133.31	1124.8
22.04984007	1133.3	1124.76
22.04911762	1133.31	1124.76
22.04550594	1133.38	1124.75
22.04478372	1133.36	1124.78
22.04189522	1133.39	1124.83
22.04189522	1133.37	1124.79
22.03828546	1133.31	1124.81
22.03612006	1133.36	1124.79
22.03395501	1133.4	1124.88
22.0332334	1133.37	1124.89
22.0310688	1133.46	1124.86
22.02818321	1133.36	1124.89
22.02674064	1133.35	1124.86
22.02529823	1133.39	1124.9
22.02313489	1133.47	1124.97
22.02025098	1133.6	1124.98
22.01808845	1133.49	1124.99
22.01736768	1133.42	1125.05
22.01376441	1133.43	1125.05
22.01448499	1133.48	1125
22.01160291	1133.46	1124.99
22.00800117	1133.45	1125
22.00656074	1133.58	1125.05
22.00368034	1133.58	1124.98
22.00080054	1133.46	1124.99
21.99936087	1133.51	1125.07
21.99720166	1133.55	1125.13
21.99360373	1133.58	1125.12
21.99360373	1133.51	1125.12
21.99288426	1133.57	1125.11
21.98928747	1133.58	1125.17
21.98928747	1133.56	1125.08
21.98784902	1133.61	1125.17
21.98425356	1133.63	1125.24
21.98353458	1133.68	1125.13
21.98137788	1133.74	1125.14
21.98065905	1133.69	1125.17
21.9763469	1133.72	1125.2
21.97419134	1133.68	1125.19
21.97203611	1133.67	1125.17
21.97203611	1133.65	1125.11
21.97059949	1133.68	1125.23
21.9677267	1133.63	1125.26
21.9655725	1133.69	1125.25
21.96413656	1133.74	1125.24
21.95982965	1133.77	1125.26
21.9576767	1133.72	1125.28
21.9562416	1133.69	1125.27
21.95480664	1133.76	1125.31
21.95265449	1133.9	1125.27
21.9497855	1133.86	1125.26
21.9469171	1133.87	1125.36
21.9462001	1133.86	1125.33
21.94404932	1133.81	1125.34
21.94261565	1133.89	1125.35
21.94046544	1133.86	1125.37
21.93903215	1133.89	1125.39
21.93759901	1133.87	1125.36
21.93544959	1133.94	1125.39
21.93401683	1133.91	1125.4
21.93258423	1133.95	1125.51
21.92971947	1133.97	1125.48
21.9275713	1133.97	1125.47
21.92256022	1133.97	1125.45
21.92256022	1133.99	1125.4
21.91969758	1133.98	1125.36
21.91826649	1133.99	1125.43
21.91683555	1134.07	1125.51
21.91468942	1134.03	1125.48
21.91468942	1134.05	1125.45
21.91254363	1133.97	1125.53
21.91039817	1134.06	1125.47
21.90682318	1134.11	1125.5
21.90467863	1134.06	1125.55
21.90253443	1134.09	1125.51
21.90396386	1134.13	1125.59
21.90110515	1134.13	1125.63
21.8975326	1134.15	1125.59
21.89467525	1134.13	1125.59
21.893961	1134.11	1125.61
21.88967632	1134.1	1125.64
21.8882484	1134.15	1125.63
21.88610679	1134.23	1125.64
21.88396553	1134.25	1125.59
21.8825382	1134.15	1125.61
21.88111103	1134.21	1125.65
21.87968401	1134.22	1125.59
21.87540385	1134.21	1125.62
21.87326428	1134.29	1125.69
21.87255116	1134.17	1125.79
21.87112504	1134.26	1125.72
21.86756041	1134.33	1125.75
21.86756041	1134.3	1125.66
21.86542207	1134.31	1125.69
21.86328408	1134.26	1125.73
21.86328408	1134.2	1125.77
21.85972151	1134.31	1125.76
21.85900911	1134.32	1125.77
21.85544766	1134.33	1125.79
21.85473549	1134.4	1125.83
21.85046322	1134.38	1125.8
21.84832759	1134.51	1125.89
21.84690402	1134.42	1125.85
21.84548061	1134.41	1125.82
21.84263423	1134.41	1125.91
21.84049984	1134.38	1125.88
21.83836579	1134.43	1125.84
21.83623207	1134.49	1125.95
21.83480978	1134.45	1125.91
21.83125471	1134.4	1125.91
21.82841133	1134.4	1125.93
21.82770057	1134.39	1125.95
21.82556854	1134.5	1125.85
21.82556854	1134.47	1125.9
21.82343685	1134.46	1125.96
21.81988477	1134.49	1125.96
21.81704379	1134.47	1126.02
21.81704379	1134.51	1125.95
21.81562352	1134.53	1125.99
21.81349339	1134.56	1125.95
21.81136361	1134.58	1126.02
21.80781471	1134.57	1126.11
21.80568582	1134.58	1126.12
21.80355726	1134.62	1126.1
21.80142904	1134.64	1126.1
21.79930116	1134.64	1126.09
21.79859194	1134.7	1126.08
21.79575544	1134.7	1126.04
21.79433741	1134.82	1126.15
21.79221065	1134.69	1126.1
21.79079299	1134.63	1126.16
21.78937548	1134.68	1126.11
21.7872495	1134.69	1126.18
21.78583237	1134.72	1126.21
21.78158186	1134.78	1126.2
21.78016533	1134.76	1126.26
21.7780408	1134.78	1126.22
21.77662464	1134.75	1126.31
21.77520862	1134.84	1126.27
21.77237703	1134.77	1126.25
21.77025374	1134.73	1126.25
21.76742319	1134.83	1126.22
21.76742319	1134.77	1126.3
21.76388585	1134.81	1126.21
21.76105665	1134.81	1126.31
21.76105665	1134.88	1126.21
21.75752098	1134.83	1126.3
21.75681396	1134.85	1126.26
21.75398624	1134.87	1126.36
21.75398624	1134.9	1126.27
21.75186584	1134.94	1126.2
21.74974578	1134.97	1126.26
21.74691955	1134.93	1126.33
21.74550665	1134.9	1126.45
21.74338759	1134.99	1126.44
21.74126887	1134.93	1126.46
21.73632647	1134.94	1126.5
21.73562056	1134.96	1126.44
21.73279729	1134.94	1126.4
21.73138589	1135.06	1126.43
21.72997462	1135.02	1126.46
21.72785801	1134.92	1126.43
21.72574173	1134.96	1126.43
21.72362578	1135	1126.43
21.72221534	1135.07	1126.45
21.71939489	1135.01	1126.53
21.71868987	1134.99	1126.53
21.71727994	1135.04	1126.48
21.71587016	1135.07	1126.44
21.71234636	1135.06	1126.44
21.7109371	1135.11	1126.46
21.70882349	1135.07	1126.58
21.70811902	1135.21	1126.54
21.70530153	1135.11	1126.62
21.70389301	1135.16	1126.58
21.70178051	1135.16	1126.64
21.69966833	1135.14	1126.64
21.69685262	1135.14	1126.6
21.69544498	1135.1	1126.57
21.69122296	1135.08	1126.6
21.68911245	1135.2	1126.55
21.68770563	1135.33	1126.64
21.68489242	1135.2	1126.63
21.68418922	1135.18	1126.59
21.68278291	1135.18	1126.68
21.68067373	1135.23	1126.74
21.67715916	1135.24	1126.68
21.67575359	1135.29	1126.7
21.67434817	1135.29	1126.72
21.67294289	1135.37	1126.74
21.67153777	1135.43	1126.74
21.66943035	1135.44	1126.74
21.66802559	1135.42	1126.7
21.6631101	1135.37	1126.74
21.66240803	1135.37	1126.8
21.661706	1135.34	1126.8
21.66030205	1135.39	1126.83
21.6581964	1135.35	1126.75
21.65538939	1135.39	1126.79
21.65188145	1135.38	1126.86
21.64837443	1135.35	1126.83
21.64837443	1135.51	1126.85
21.64556947	1135.31	1126.88
21.64416721	1135.44	1126.77
21.64136314	1135.41	1126.88
21.63996132	1135.43	1126.88
21.63855965	1135.54	1126.92
21.63715813	1135.53	1126.94
21.63575675	1135.62	1126.97
21.63365496	1135.51	1126.95
21.62945238	1135.48	1126.92
21.62945238	1135.53	1126.94
21.62665139	1135.62	1127.02
21.62385098	1135.57	1127
21.62175106	1135.65	1127.01
21.622451	1135.64	1127.04
21.61755222	1135.56	1127
21.61545329	1135.56	1126.97
21.61475372	1135.78	1127.1
21.61265523	1135.59	1127.07
21.6119558	1135.64	1127.07
21.60915848	1135.59	1127.09
21.60706087	1135.65	1126.98
21.60426456	1135.59	1127.05
21.60286663	1135.65	1127.06
